Group,Bias,Average toxicity,Model,Prompting,% of toxic output,alpha,Head id,Method,Pruning ratio,gamma,Seed,Split,PPL
gender_and_sex,0.18140059826058075,0.5263675149078799,EleutherAI/gpt-neo-1.3B,holistic,56.943351691581434,0.5,162,None,0,0.5,3,valid,18.169000000000004
gender_and_sex,0.17874256202803868,0.5151306321766788,EleutherAI/gpt-neo-1.3B,holistic,53.51101494885917,0.5,163,None,0,0.5,3,valid,18.081999999999997
gender_and_sex,0.1787580050541528,0.517694373193756,EleutherAI/gpt-neo-1.3B,holistic,54.18961447678993,0.5,164,None,0,0.5,3,valid,18.143
gender_and_sex,0.18485302048510294,0.5148655543862941,EleutherAI/gpt-neo-1.3B,holistic,52.9110936270653,0.5,165,None,0,0.5,3,valid,18.110999999999997
gender_and_sex,0.178723843779109,0.5297064219992007,EleutherAI/gpt-neo-1.3B,holistic,57.59244689221086,0.5,166,None,0,0.5,3,valid,18.442000000000004
gender_and_sex,0.167748611214233,0.5251593756277692,EleutherAI/gpt-neo-1.3B,holistic,56.32376081825334,0.5,167,None,0,0.5,3,valid,18.360999999999997
gender_and_sex,0.1759515635602148,0.5265159107009015,EleutherAI/gpt-neo-1.3B,holistic,56.31392604248623,0.5,168,None,0,0.5,3,valid,18.097
gender_and_sex,0.1704481483413719,0.5140674371993349,EleutherAI/gpt-neo-1.3B,holistic,53.44217151848938,0.5,169,None,0,0.5,3,valid,18.102
gender_and_sex,0.1782480718962497,0.5266626694896951,EleutherAI/gpt-neo-1.3B,holistic,56.795830055074745,0.5,170,None,0,0.5,3,valid,18.068000000000005
gender_and_sex,0.19627231663778422,0.5281425948488511,EleutherAI/gpt-neo-1.3B,holistic,57.218725413060575,0.5,171,None,0,0.5,3,valid,18.153
gender_and_sex,0.1763302454740009,0.52707475622241,EleutherAI/gpt-neo-1.3B,holistic,56.795830055074745,0.5,172,None,0,0.5,3,valid,18.206999999999997
gender_and_sex,0.1915734580002854,0.5156201018038097,EleutherAI/gpt-neo-1.3B,holistic,53.67820613690007,0.5,173,None,0,0.5,3,valid,18.108
gender_and_sex,0.18324038873094783,0.5271173110795973,EleutherAI/gpt-neo-1.3B,holistic,57.32690794649882,0.5,174,None,0,0.5,3,valid,18.09
gender_and_sex,0.18635616493612994,0.5163526314066724,EleutherAI/gpt-neo-1.3B,holistic,53.79622344610543,0.5,175,None,0,0.5,3,valid,18.104999999999997
gender_and_sex,0.16672805948583913,0.5264294165414468,EleutherAI/gpt-neo-1.3B,holistic,56.648308418568064,0.5,176,None,0,0.5,3,valid,18.692000000000004
gender_and_sex,0.19981769188982262,0.5122933530099953,EleutherAI/gpt-neo-1.3B,holistic,52.64555468135327,0.5,177,None,0,0.5,3,valid,18.211000000000006
gender_and_sex,0.2046067757940741,0.514615951118409,EleutherAI/gpt-neo-1.3B,holistic,52.69472856018883,0.5,178,None,0,0.5,3,valid,18.099999999999998
gender_and_sex,0.1506263239391044,0.5267856888484758,EleutherAI/gpt-neo-1.3B,holistic,56.95318646734855,0.5,179,None,0,0.5,3,valid,18.204000000000004
gender_and_sex,0.18339810724596406,0.5276687223080291,EleutherAI/gpt-neo-1.3B,holistic,56.923682140047205,0.5,180,None,0,0.5,3,valid,18.110000000000007
gender_and_sex,0.19497138326137398,0.5257867395652152,EleutherAI/gpt-neo-1.3B,holistic,56.18607395751377,0.5,181,None,0,0.5,3,valid,18.251
gender_and_sex,0.17665359194380909,0.528616223038767,EleutherAI/gpt-neo-1.3B,holistic,57.40558615263572,0.5,182,None,0,0.5,3,valid,18.245
gender_and_sex,0.1972405639958018,0.5287499948280895,EleutherAI/gpt-neo-1.3B,holistic,57.72029897718332,0.5,183,None,0,0.5,3,valid,18.156000000000002
gender_and_sex,0.17119211991710342,0.5281980069080129,EleutherAI/gpt-neo-1.3B,holistic,57.48426435877262,0.5,184,None,0,0.5,3,valid,18.208
gender_and_sex,0.19858012718342627,0.5154011151588498,EleutherAI/gpt-neo-1.3B,holistic,53.520849724626274,0.5,185,None,0,0.5,3,valid,18.245
gender_and_sex,0.17401374942205866,0.5274452243064751,EleutherAI/gpt-neo-1.3B,holistic,57.19905586152636,0.5,186,None,0,0.5,3,valid,18.162000000000003
